Time,RT,Difficulty,isCorrect
1022.4,7855.596304,2,0
16171.464,2975.533962,1,1
35053.64,5123.358727,2,1
57618.926,3966.091871,1,0
78917.61,3422.408581,2,0
95383.262,5459.762096,1,1
114465.424,2685.619116,1,1
136914.053,4372.993946,2,0
158529.397,7141.664982,1,1
173678.463,4377.6021,2,1
190677.422,3122.635603,1,1
209642.927,6496.156216,2,1
233008.163,5271.925926,2,1
248790.514,2183.577538,1,1
266489.439,4449.676037,2,1
284821.641,6186.469078,1,1
300570.674,5757.436514,2,1
315136.459,1328.661442,1,1
332768.708,5073.41218,2,1
348134.424,4596.717119,2,1
368233.202,4445.946932,2,1
386248.745,4987.418652,2,1
403197.708,4951.44105,2,0
423313.138,3320.032835,1,1
442178.659,5258.509636,2,0
465310.571,6201.603174,2,0
480742.951,3923.23494,2,1
502408.298,4713.897705,1,1
518607.302,1774.900913,1,1
538739.386,5652.814865,2,1
560671.381,5655.834675,1,1
577037.049,1291.168451,1,1
594402.65,5033.584833,2,1
610918.291,6572.95537,1,1
629900.466,2957.774878,1,1
644482.899,6737.360239,2,0
663298.426,5031.828403,1,1
679480.754,6333.501816,1,1
701762.724,5220.556498,1,1
720378.248,2811.037064,1,1
