Time,RT,Difficulty,isCorrect
916.365,4376.631021,2,1
20198.511,NaN,1,0
35480.916,1666.092873,1,1
58379.502,4061.518192,1,1
73578.563,2909.455299,1,1
89577.598,3391.426802,2,0
112526.18,4305.860758,1,1
131158.376,3956.668377,2,1
146840.75,2426.301956,2,0
164456.33,4005.733013,1,1
187454.922,3220.139265,2,1
202603.986,4617.086172,2,1
220019.579,3488.492727,1,0
241234.947,2937.143087,2,1
257650.606,4407.493353,1,1
279249.288,6643.814802,2,0
302581.179,1590.9307,1,1
318746.863,4259.254456,1,0
336912.403,6210.726976,2,1
360427.642,4474.498034,2,1
381593.004,5916.153908,1,0
396308.771,4702.384949,1,0
412841.091,6263.058901,2,1
428440.117,1266.047955,1,1
443305.875,6335.290909,2,1
459588.208,1164.96706,1,1
478687.045,5294.139385,1,1
495919.325,1026.868343,1,1
511001.735,2582.464457,1,1
526250.796,2918.40744,2,1
549699.359,2706.857443,2,1
569398.137,3679.095745,2,1
587197.055,3587.175369,1,1
604196.007,5701.224327,2,1
627544.58,4149.661064,1,1
650909.805,3270.448208,2,1
673041.786,2511.489153,2,1
695290.422,3444.855928,1,1
712689.35,3818.925381,2,1
727938.406,7769.891739,2,0
