Time,RT,Difficulty,isCorrect
938.923,4379.067898,2,1
19637.793,3287.20808,1,1
35570.13,2733.876944,2,1
55985.558,2468.445539,2,1
73651.131,3483.89101,1,1
93583.244,3297.777653,2,1
111182.161,3064.882994,1,1
132280.874,3478.159666,2,1
152329.635,2491.4217,1,1
167878.684,2177.367926,2,1
185277.624,2337.436199,1,1
202726.538,2405.529499,1,1
224158.565,2591.51721,1,1
243340.725,1886.361837,1,1
263789.477,4955.628395,1,1
281488.378,3230.727196,1,1
301453.821,3294.292212,1,1
318286.124,2974.984646,2,1
340201.443,4457.688808,1,1
359783.582,2615.549326,2,1
374566.006,4772.135973,2,1
393231.515,2200.641394,2,1
414363.557,3408.594131,2,1
429612.62,2823.538542,2,1
447028.225,1987.942219,2,1
465360.433,2149.744987,1,1
481276.111,2020.070791,1,1
499408.341,2904.850245,2,1
515574.011,2527.181864,2,1
537822.655,4909.552097,2,1
556788.157,7229.072332,1,1
575287.015,1754.196644,1,1
592502.632,1664.608955,2,1
607201.717,3326.520205,1,1
622434.131,4236.110687,2,1
638349.811,3691.438198,1,1
654832.138,2394.114494,2,1
675830.849,6250.412703,2,0
698829.44,1749.824524,1,1
721494.71,2946.560621,1,1
