Time,RT,Difficulty,isCorrect
750.833,6400.166512,1,1
23416.098,3026.914358,1,1
45281.434,4869.58456,2,1
67496.734,2438.294411,1,1
88445.452,3322.578907,2,1
105744.375,NaN,2,0
120460.139,3136.90877,1,1
135725.886,4907.167435,1,1
150358.322,5924.728632,2,0
167240.612,6908.461571,1,0
186772.741,4080.338478,2,1
202838.421,5957.65233,2,1
221453.945,5633.147717,2,1
237769.607,7087.494612,1,1
255335.195,5212.908268,2,1
275500.642,5841.465473,2,1
296532.675,6262.449741,1,1
317898.021,5986.111641,1,0
333513.738,7992.403507,1,0
352245.916,2802.225113,1,1
370811.451,5789.70933,2,0
390593.57,7804.585695,2,1
409525.746,7806.424379,2,0
430324.474,6608.697414,1,1
450539.89,5790.284395,1,1
465322.309,5973.874331,2,0
480138.07,6736.11784,2,1
500453.504,6948.697567,2,1
522868.786,4138.423681,1,1
543684.175,5687.046528,2,1
562033.054,6808.174849,2,1
578965.336,5775.90251,1,1
593531.112,7094.12694,1,1
614063.188,5101.062536,1,1
630745.501,NaN,1,0
650144.308,6006.944418,2,1
666293.308,4763.964653,2,1
684492.204,7326.066494,1,0
705957.55,7274.738073,1,1
723056.495,6906.788826,2,1
