Time,RT,Difficulty,isCorrect
1852.229,3707.776546,2,1
17351.277,4150.732279,2,1
37300.054,3454.966545,1,0
53432.387,5087.626219,1,1
67998.163,6361.872673,1,0
84463.811,4672.227383,2,1
103529.323,4124.712467,1,1
120444.947,2302.111864,1,1
141110.343,4159.715176,1,1
164342.242,2963.835955,1,1
179957.97,4525.095224,2,1
197473.544,4358.542442,2,0
214772.497,5721.58432,2,1
236237.842,4747.243166,2,1
253670.102,5941.998959,2,1
272285.619,5878.497124,2,0
287151.389,5860.733271,2,0
304150.331,4374.79353,2,1
327415.584,3624.549389,1,0
350347.501,5605.641365,2,0
370079.628,7134.525537,2,1
389011.795,6630.375147,2,0
405144.15,6927.019596,2,1
422193.084,6043.096781,1,1
438358.771,7841.402054,2,1
454574.445,3946.746826,1,1
469423.527,2210.659027,1,1
484405.937,4386.260271,2,0
504821.366,4336.840153,1,1
525870.071,4907.142878,1,1
548185.369,6559.863567,2,1
568150.804,3258.417368,1,1
586433.01,5899.227142,2,0
608098.353,6594.895363,1,0
629797.009,7608.238697,2,1
648679.2,3859.059572,1,1
666344.773,4476.498842,1,0
682993.747,5184.524536,1,0
705559.036,3567.254305,1,0
727457.694,4966.60471,1,1
