Time,RT,Difficulty,isCorrect
509.437,6838.570356,2,1
19636.559,NaN,2,0
34864.942,NaN,2,0
50693.14,4076.879501,2,1
69453.709,4262.326241,2,1
92029.705,6003.338814,1,1
115638.716,3365.340948,2,0
138831.179,2594.875336,2,1
157208.541,6593.53137,2,0
178035.108,6898.968458,2,0
196629.077,6149.00732,1,0
211690.856,2990.240574,1,1
229335.118,6312.973499,2,1
245729.8,5035.298824,1,0
263790.601,2525.517225,2,1
279818.727,3371.380568,1,0
296946.497,2991.608381,2,1
316523.475,1840.656519,1,1
331418.625,4785.507202,2,1
351662.058,963.086843,1,0
372771.863,2341.281414,1,0
392598.764,2001.385212,1,1
413858.517,1623.659372,2,0
431086.26,2090.911388,2,0
445881.459,4157.720566,1,1
461926.253,1794.941664,1,1
477521.186,1243.004322,2,0
493416.023,2132.175684,2,0
510093.933,1510.274172,1,1
531836.875,4794.342279,1,1
553496.504,4742.715836,1,1
571324.048,2529.181004,1,1
587018.955,1377.282858,1,1
609411.681,5432.570219,1,0
631354.557,1405.692339,2,0
653947.216,2031.049967,2,0
671641.468,1478.806734,1,1
692667.968,935.299158,2,0
708112.962,2578.336,1,1
727989.83,2427.471399,1,0
