Time,RT,Difficulty,isCorrect
993.434,3556.576014,1,0
18325.706,4689.298868,2,0
33024.806,5894.202709,1,1
54273.509,NaN,2,0
76488.816,3181.21171,1,1
94104.396,6870.644569,2,0
117852.929,5175.110102,2,1
133301.99,6983.057022,2,1
155567.29,3184.7682,1,1
174216.135,3344.915628,1,1
192281.697,3735.37612,2,1
209180.669,6736.405134,2,0
228196.157,5394.933939,2,0
245595.089,5318.012238,2,1
261444.123,3158.981323,1,0
280092.979,4259.129286,1,1
303891.512,5573.59314,1,1
320790.482,4900.648117,1,1
342589.15,2432.980299,1,1
360921.355,2263.785124,1,1
378736.926,6458.21929,2,1
399269.004,NaN,2,0
414884.711,3383.451223,1,1
431200.366,6917.800426,2,0
449049.278,6057.899475,2,1
470031.325,2338.862419,1,1
484713.756,6841.427326,2,1
499629.502,5107.688189,2,1
518745.003,2396.191835,1,1
535310.651,5371.555567,2,1
556209.37,3860.846996,1,1
577291.416,6655.81727,2,1
591873.847,2813.380957,1,1
612939.225,3115.017653,1,1
635537.842,5418.399096,1,1
654336.681,NaN,2,0
674985.418,6368.847847,2,1
690284.465,7712.809801,2,1
709549.956,3323.317051,1,1
728848.776,2195.510149,1,1
