Time,RT,Difficulty,isCorrect
1516.091,7441.914082,2,1
20631.576,2655.430079,2,1
43446.851,5049.157858,1,1
59179.203,3148.816347,1,0
80827.889,4777.144432,2,1
102493.213,4469.827414,2,1
121225.398,4321.65122,1,0
142040.79,2648.27013,1,1
161606.263,6713.801146,1,1
179821.811,7362.261057,2,1
195187.532,2144.546986,1,1
217486.164,7078.923225,2,1
235035.094,5140.997648,2,1
256550.423,2906.675816,1,0
273332.727,6298.38419,2,0
291731.609,2569.50736,1,1
314830.191,3257.927418,1,1
332262.448,4613.674164,1,1
350494.667,5376.475096,1,1
371576.714,6722.431898,2,0
386825.77,3818.382263,1,1
403591.397,4344.753981,2,1
418307.168,4327.998877,1,1
433272.913,4042.260885,2,1
448205.334,4554.844856,2,1
464037.707,3550.48418,2,1
483936.47,3026.714087,1,1
504585.212,4654.996157,1,1
519850.945,6302.266359,2,0
541949.579,5707.640171,2,1
556915.322,NaN,2,0
575214.215,2758.018255,2,1
592096.503,3788.739204,2,1
613178.549,2058.691978,1,1
632044.056,3138.192177,2,1
649759.627,6061.638355,2,0
671408.3,1924.963951,1,1
686974.026,6525.243998,1,0
709972.601,3978.686094,1,1
726038.295,4096.999884,1,1
