Time,RT,Difficulty,isCorrect
871.454,3589.547157,1,1
16270.518,3131.488085,1,1
36385.946,3268.066168,2,0
53801.544,3478.480577,2,0
71133.801,2482.218742,2,1
92299.182,3003.844023,1,1
110214.746,3216.295004,2,1
133963.289,2857.760668,1,0
156561.909,2238.149881,1,1
173777.516,2854.546309,2,0
190543.141,3280.925989,2,0
209258.673,3446.407557,1,1
224224.421,2221.665621,2,1
242656.623,4342.467785,2,1
258972.274,2285.830498,1,1
277537.802,2968.307972,2,0
297653.235,2251.885653,1,1
313785.582,2484.535694,1,0
332001.134,3363.993645,2,1
351183.289,3488.855839,1,1
369698.813,3788.333654,2,1
387647.727,2559.424639,1,1
404180.043,3856.105566,2,0
424478.796,4094.367981,1,1
443377.626,1894.551992,1,1
460876.557,4771.621704,1,1
481258.644,3521.537781,2,1
499024.217,1956.983805,1,1
516389.827,3042.370558,2,1
540005.035,3482.177734,1,1
561803.705,2817.522049,2,1
577519.401,2636.824369,2,0
597884.826,1537.405252,1,1
617566.941,2027.303457,2,1
640215.561,3627.684832,2,1
659114.401,1926.852465,1,1
674463.449,2890.821934,2,1
690845.77,1670.497656,1,1
711577.838,1818.445683,1,1
728510.13,2491.15181,2,1
