Time,RT,Difficulty,isCorrect
1290.578,7769.406796,2,1
23539.232,NaN,2,0
42388.057,3850.952148,2,1
61553.559,5362.450361,2,1
78269.203,4723.810196,2,1
95368.15,3667.880774,1,0
117450.12,3269.918919,1,1
140298.712,3810.322762,2,1
155497.783,4771.272659,2,1
171363.489,4010.570765,2,0
194178.742,4249.324799,2,1
209261.156,3281.92234,1,1
230059.89,5375.193834,2,1
249258.702,1757.393599,1,1
266924.275,3856.817722,2,1
288372.976,4264.14156,2,1
309088.37,5570.732832,2,0
330853.699,1704.425573,1,1
347119.364,2999.778509,2,1
361785.134,1576.002836,1,1
382583.849,2931.297541,1,1
402449.31,1526.843071,1,1
422731.389,2992.774725,1,1
438647.083,4479.084015,2,1
456779.291,3884.89604,1,1
478011.322,3679.858685,1,1
495360.268,3339.918613,1,0
510492.669,3142.526865,2,1
529358.179,3916.027784,1,1
547923.697,3146.522999,1,1
571138.956,3676.274061,2,1
591437.705,4093.521833,1,1
606670.1,3631.129742,2,1
621319.209,3487.023354,2,1
641567.954,2862.298965,1,1
657183.662,3118.596554,1,1
673532.666,1828.583717,1,1
693064.791,4305.474758,1,1
711630.33,4800.941467,2,1
726896.064,2943.220139,1,1
