Time,RT,Difficulty,isCorrect
527.554,6318.444729,2,1
15743.277,NaN,2,0
37141.965,NaN,2,0
51907.731,5683.276653,1,0
73373.092,NaN,1,0
93155.203,4536.824226,1,1
108354.261,NaN,2,0
125819.86,5169.186115,2,1
143452.125,3593.929291,2,1
159067.825,4280.235052,2,1
181349.791,2876.265287,2,1
199532.005,6601.067305,1,1
215381.04,5055.035114,1,1
235479.8,6207.278967,1,1
254678.62,3777.472258,1,1
275760.672,NaN,2,0
290593.091,4752.019405,2,1
307708.696,NaN,2,0
322407.81,6268.305302,2,0
345973.027,3677.102566,1,1
366588.428,5864.709854,1,1
387553.809,5533.346653,1,1
409519.129,5682.032585,1,1
429901.196,5564.967632,2,1
444500.305,3702.87323,2,1
460665.983,3423.201323,2,1
481014.738,4285.449743,1,1
501596.797,3867.398977,1,1
521478.909,5492.291212,1,1
542944.266,NaN,1,0
565776.206,6059.013128,2,0
584625.051,4611.180782,1,0
599374.138,6733.100414,1,0
616673.073,6865.163326,1,1
633338.729,5295.525789,1,1
650554.335,7566.919327,2,1
672319.664,6854.597807,2,1
690418.558,2427.716494,1,1
707934.144,5540.139675,2,1
728299.551,4271.732569,2,1
