Time,RT,Difficulty,isCorrect
1245.756,3086.231232,1,1
20594.549,4327.440977,1,1
39860.053,2649.95122,1,1
54925.792,5502.21324,2,1
77357.732,3800.288916,2,1
97073.207,2456.817627,2,1
117188.638,5036.403418,2,1
131971.064,1718.983412,1,1
155186.301,4014.757872,1,1
174601.769,1640.285969,1,0
195167.174,5381.901503,1,1
215365.932,5587.149382,1,0
234031.471,3580.61552,1,1
249730.504,4376.587629,2,1
264846.244,1313.859701,1,1
287311.518,5483.599901,2,1
303110.549,2443.567514,2,1
323042.662,4280.454636,1,1
339624.979,2989.150524,2,1
356357.276,2631.858587,2,0
374089.537,1574.605465,1,1
391205.142,2023.007393,1,1
407437.483,3291.672468,2,1
430986.047,4952.120304,2,0
445935.115,1115.050554,1,0
469383.684,2093.500137,2,1
487849.214,1772.964716,2,1
510614.491,4487.702608,2,1
528530.049,3445.154667,2,0
543245.825,2495.387793,1,0
559011.517,2975.697756,1,1
579860.241,2966.986418,2,0
600708.965,2303.263664,1,1
620041.098,1451.135159,1,1
636606.763,1932.481766,1,0
652055.816,4079.440594,2,1
667188.212,2889.049768,2,1
682287.283,2473.984957,2,0
701286.111,1137.167454,1,1
724634.685,3322.604418,2,1
