Time,RT,Difficulty,isCorrect
927.347,5981.648207,2,0
18709.599,5328.401089,1,1
37625.098,NaN,2,0
59907.055,NaN,2,0
76689.371,2754.650116,1,1
98138.054,4193.982363,2,1
116953.569,4691.468954,1,0
138618.899,5329.154968,1,1
156984.444,4045.613289,2,1
172616.804,7791.257381,2,1
191232.339,3432.723045,2,0
214280.913,5910.165787,2,1
237912.8,4257.284164,1,0
258478.215,7234.882116,2,1
273210.647,3241.454363,1,1
288209.713,6562.389374,2,1
305175.352,5415.752888,2,1
328807.227,4559.892178,1,1
345756.192,5337.933064,1,1
364171.722,4010.416269,1,1
380237.404,6942.732811,2,1
395353.147,3216.00914,1,1
418485.049,5564.111948,2,1
437550.56,2979.596138,1,1
454749.498,5208.682299,1,1
474931.594,2191.58864,1,1
491497.242,6006.942987,1,0
507812.903,1412.287951,1,1
530178.199,5058.003187,2,1
547943.783,7505.432129,2,0
566825.945,5037.272692,2,1
581741.699,5292.528868,2,1
603740.351,7252.886534,2,1
627272.254,6899.989128,2,1
642287.983,3615.268946,1,1
656887.083,2995.170116,1,1
674802.653,1202.610493,1,1
690918.339,1554.93331,1,1
712633.682,3353.59025,2,1
728699.359,5667.931557,1,1
