Time,RT,Difficulty,isCorrect
1002.138,2368.869305,1,1
21667.53,5635.481834,2,1
40949.685,2708.327532,2,1
63464.978,2106.048107,1,1
84647.012,3130.013466,2,1
99412.758,7226.287127,1,0
114811.825,6125.218868,1,1
133310.692,7064.359426,2,0
150142.994,3589.067221,2,1
166092.017,1866.039753,1,1
185040.836,4467.240572,2,1
208172.757,4228.330851,1,1
222971.857,3613.233328,2,1
242870.634,3978.457689,2,1
261186.175,3069.923401,1,1
276168.586,4554.512024,2,1
290867.676,NaN,1,0
313549.628,2464.498043,1,0
332815.112,3549.02029,1,1
351230.639,3000.497818,1,0
372795.994,1384.150267,1,1
392328.116,2470.046282,2,1
409177.098,3971.056938,2,0
425592.743,1202.414751,1,1
445124.884,1796.296358,1,1
459857.308,1903.870821,2,1
476206.313,2224.876642,2,1
492071.998,3644.203901,1,1
509254.284,3008.916855,2,1
524503.338,3283.87475,1,0
539302.438,2675.783396,2,1
563117.647,3428.598881,1,1
585349.613,1663.615465,2,0
608398.202,2268.037796,1,1
631046.798,1859.446526,2,1
646145.884,2334.377527,2,0
667327.904,3108.355045,1,1
688776.605,3265.661955,2,1
707625.444,2774.833679,1,1
722791.178,3478.110552,2,0
