Time,RT,Difficulty,isCorrect
1574.588,4821.418047,1,1
23789.89,NaN,2,0
39755.573,7372.443676,2,1
61970.868,6229.15864,2,0
79669.787,6110.236168,2,1
96418.753,7184.289217,2,0
118350.752,NaN,1,0
133983.113,6939.947128,2,0
157031.715,6330.349445,1,0
179746.977,6265.095711,2,1
201995.61,6429.475069,1,1
222761.005,6479.086161,2,1
242759.779,NaN,1,0
261308.637,2398.483276,1,1
279657.524,1479.599953,1,1
298273.04,5814.083815,2,1
313388.777,4230.355501,2,1
328021.21,2694.918871,2,1
348986.591,2137.550592,1,1
367352.131,1797.010422,2,1
386417.627,5596.539736,2,1
402349.987,7352.178812,1,1
421115.499,5022.66717,2,1
442980.83,5009.344339,1,0
460779.74,5023.445368,2,1
476862.079,2330.108643,1,1
491477.849,4408.355713,2,0
509176.766,NaN,1,0
524559.143,NaN,1,0
544724.585,6418.642759,1,0
564123.395,1790.842295,1,1
579505.776,5843.454838,1,0
596188.091,6568.144321,2,1
612220.434,3510.815859,1,1
630535.974,4826.279163,1,1
649801.467,NaN,1,0
669483.588,7071.680784,2,1
685699.261,6408.028126,1,0
703398.177,4773.106813,2,1
723246.948,6284.346819,2,1
