Time,RT,Difficulty,isCorrect
1673.075,4064.916134,2,0
18555.369,3049.623251,1,1
34371.073,3994.925261,2,1
53086.573,2732.434273,1,1
69802.217,6741.798878,1,0
86034.566,4907.466888,1,0
104550.083,4281.950951,1,1
123415.606,4753.435135,2,0
141397.82,5281.22592,2,1
158113.476,2618.575096,2,1
172695.917,2459.1434,1,1
192311.378,6110.684156,2,1
214010.04,3173.028708,2,1
237125.291,6456.795216,2,1
256457.429,2816.661596,1,1
275206.278,3529.811859,2,1
296254.99,2883.122444,2,1
312670.659,4215.461969,2,1
335335.924,4214.202642,2,0
350868.316,4246.81735,2,0
370817.076,4039.068937,1,1
393399.03,3119.124174,1,1
413497.796,5320.365906,1,1
432013.33,4264.831305,1,1
451478.804,4105.358124,2,1
466544.534,5925.647736,2,1
482310.234,2720.956087,1,1
502325.672,6273.51284,2,1
522357.786,1983.408451,1,1
538006.833,4926.368475,2,1
555305.767,3683.436155,1,1
578754.331,4824.888945,2,1
599419.727,3935.508251,2,1
616335.342,1941.896915,1,1
633617.633,5309.617281,1,1
653133.093,5245.162249,1,0
672648.55,5416.701317,1,0
687514.319,6464.945078,2,0
704029.974,2229.28977,1,1
722912.146,4208.141565,1,0
