Time,RT,Difficulty,isCorrect
790.189,2238.809586,1,1
23888.767,1640.238047,2,1
39421.149,1029.862404,1,1
58386.648,1506.377935,2,1
76118.902,2408.118963,1,1
97634.245,2191.801548,2,1
121016.135,1462.917089,2,1
140314.967,1415.081501,2,1
155997.334,1379.726648,1,1
173129.615,2473.464251,2,0
188178.688,2605.394363,2,0
210943.953,1497.127771,1,1
229059.521,1967.562675,2,1
248674.968,3822.128773,2,0
264523.997,1616.110086,1,1
279839.73,1163.390636,2,1
300505.128,1500.992537,1,1
315887.525,1269.608021,2,1
330736.598,1352.541685,2,1
345352.382,2240.753889,1,1
366434.418,1542.737007,1,1
383283.379,1047.775745,1,1
407015.264,3729.907274,2,1
422897.627,2627.536774,2,1
445029.587,3086.592913,2,1
465861.641,3387.547731,1,0
484343.837,797.361135,1,1
500059.539,3572.661638,1,1
515075.287,1570.924759,1,1
537307.265,2867.953777,1,1
557439.352,3007.86972,2,1
580071.296,3190.943956,2,1
594987.053,2738.193989,1,1
611452.713,5191.531658,1,1
628551.666,2177.59037,2,1
643567.402,1367.860794,1,1
660799.686,1463.590384,2,0
682531.68,3881.60181,1,0
704413.671,1629.622936,2,1
726478.991,4652.30155,1,1
