Time,RT,Difficulty,isCorrect
1598.902,3635.104895,1,1
23814.206,2853.791475,2,1
39763.242,2182.772636,2,1
61978.531,3180.494785,2,0
79677.448,3880.589724,2,1
96426.425,2996.598721,2,0
118358.409,2948.635817,1,1
133974.114,2592.93437,2,1
157022.712,2531.351566,1,1
179737.977,3840.088606,2,1
201986.606,2440.474749,1,1
222752.014,2029.067993,2,1
242750.777,1993.320942,1,1
261299.645,1894.470453,1,1
279648.519,1193.595648,1,1
298264.031,1435.088634,2,0
313379.787,2210.327387,2,1
328012.206,2355.925798,2,1
348977.591,1056.549549,1,1
367343.135,968.004465,2,1
386408.623,2120.534182,2,1
402340.979,3821.174383,1,0
421106.51,5379.662991,2,0
442971.831,5033.351183,1,0
460770.738,5495.436668,2,1
476853.081,1922.109365,1,1
491468.857,4414.341688,2,1
509167.758,4662.451982,1,1
524533.484,3925.716877,1,1
544682.259,3772.95351,1,0
564081.055,1284.160137,1,1
579463.451,5307.778835,1,1
596145.758,3217.48805,2,1
612178.106,2865.133286,1,1
630493.652,2120.599508,1,1
649759.141,2998.115778,1,1
669424.602,2208.652735,2,1
685640.259,3261.024237,1,1
703339.173,2958.110571,2,1
723187.959,3563.319683,2,1
