Time,RT,Difficulty,isCorrect
761.288,4163.711786,1,1
16660.297,NaN,2,0
31792.709,3277.314663,2,1
47991.713,NaN,2,0
71656.927,6866.103411,1,1
88122.579,5640.448332,1,1
105221.543,1712.503195,1,1
125220.3,6871.751547,2,1
145669.059,3724.998713,1,1
164034.6,1999.467373,2,1
181000.228,3552.843809,2,1
201315.647,1550.430775,1,1
218831.223,5673.860073,1,1
239496.636,5463.462114,1,1
257862.171,2694.921732,2,1
280927.424,3300.683975,2,1
296943.111,2161.998272,1,1
315508.64,6180.493832,2,0
334607.461,7668.688059,2,1
358322.671,1533.468008,1,1
378721.413,3637.733221,2,1
395770.365,NaN,2,0
412819.33,1546.844482,1,1
429668.298,1258.879185,1,1
448833.78,3969.394922,1,0
468849.223,4766.968012,1,1
492281.128,3628.073454,2,1
510496.67,3412.534714,2,1
533728.566,6135.649443,1,1
551727.475,4327.745676,1,0
568259.787,4457.444429,1,1
584942.103,1737.136841,2,1
603407.637,998.609781,1,1
624423.005,6561.253309,2,0
642505.222,3069.031477,2,1
658770.898,5595.360041,1,1
673669.995,2087.275982,2,1
693702.083,4421.186924,2,1
710801.034,3173.259974,2,1
726583.403,6128.896713,1,1
