Time,RT,Difficulty,isCorrect
1044.759,4878.237724,1,1
20643.556,5044.43717,2,1
38609.118,5650.887489,2,1
56324.696,NaN,1,0
75806.829,5387.192726,2,1
91405.869,6028.162479,2,1
112087.934,4900.093555,1,0
134303.236,5318.799973,2,1
154685.325,3649.726868,2,1
176650.642,4805.412769,2,1
195732.805,2565.26804,1,1
212015.141,5533.937454,2,1
235280.37,5766.723871,2,1
256529.063,4505.037308,2,1
278944.366,7398.735523,2,1
298609.813,2385.292768,1,1
315058.803,6553.317785,1,1
333807.665,4186.451197,1,1
351539.91,4955.218792,1,1
373755.212,6676.932812,1,0
389504.236,1938.910007,1,1
412752.808,6237.347126,2,1
434468.142,7013.018847,1,1
451233.795,5444.390535,1,0
466849.495,1736.686468,1,1
484015.117,4525.063515,2,0
500164.11,6206.074715,1,1
522796.056,1472.150087,1,1
542494.847,NaN,2,0
557243.95,4911.278486,2,1
572726.33,5689.895153,2,1
591841.818,4271.417618,1,1
607540.856,4096.38238,2,1
622256.621,7378.622055,2,1
645355.206,5540.046215,1,1
662487.483,3564.77356,1,0
679436.455,4379.80938,2,1
694118.879,7300.387621,2,1
709117.96,4593.315363,1,1
723950.381,6894.905329,1,0
