Time,RT,Difficulty,isCorrect
1025.128,3321.879864,2,1
18340.737,6197.275877,1,1
39206.133,4018.882275,1,1
56505.061,2135.964155,1,1
75287.253,4582.790375,2,0
93352.794,3894.249678,2,1
111135.039,1993.997097,1,1
134533.612,2119.435549,1,1
149516.013,1602.050304,2,1
167264.941,5725.134611,2,1
182330.671,5763.409138,2,1
205295.926,6857.151985,2,1
225228.051,1729.041576,1,1
241493.708,4497.390032,2,1
258659.327,3108.786345,2,1
273375.087,1699.031591,2,1
295540.388,6223.736525,1,1
313605.949,3204.179525,1,1
334371.349,2892.795086,1,1
352286.912,2690.227747,2,1
368969.225,3649.92404,1,1
386618.135,1132.025003,1,1
403183.79,2959.388256,1,1
421915.976,5134.193897,1,1
441331.456,4998.719215,1,1
460996.897,7784.291506,2,1
476412.629,NaN,2,0
496011.417,2067.799568,2,1
519210.002,2752.203226,2,1
540225.375,2655.852318,1,1
557340.992,2993.246555,2,0
577106.44,1153.786421,1,1
600704.993,1168.257475,1,1
615787.404,4141.845703,2,1
635169.555,1894.701719,1,1
654168.377,3287.893295,1,1
670700.698,2307.581663,1,1
687849.656,4385.6318,2,1
706598.492,4252.799988,2,1
725897.328,4229.965448,2,1
