Time,RT,Difficulty,isCorrect
1547.064,3911.928415,2,1
20729.213,6422.798157,2,0
42794.523,6921.50116,2,1
58026.932,4602.087021,2,1
76392.478,2731.562138,1,1
98324.457,2547.581196,1,1
116939.981,4817.066193,2,1
133705.611,5251.439333,2,1
154587.67,4476.389885,1,1
174419.79,4145.278215,2,1
196301.785,4891.294718,2,1
215400.602,2762.482643,2,1
233316.163,2280.934572,2,1
252148.355,4464.751005,2,1
275613.571,7718.547344,2,0
295229.039,2203.072071,2,1
317677.668,3555.468082,2,0
333810.005,5379.13537,1,1
351592.252,2876.883268,1,1
371541.034,5514.117956,1,1
389356.59,3986.56702,1,1
406488.878,5310.292482,2,0
424321.123,1630.049944,1,1
439636.844,1347.324133,1,1
455769.188,6017.993212,1,1
471968.193,NaN,1,0
491250.344,4544.86084,2,1
511415.767,5998.443127,2,1
529298.006,6710.209846,2,0
547130.252,4115.972757,1,1
564179.207,4116.020441,1,1
582544.745,5528.497458,2,1
600126.999,3461.250305,1,1
621842.329,3111.931324,1,1
637458.033,3716.227055,1,1
653323.724,2928.538084,1,1
671589.283,3837.983608,1,1
689688.168,2762.116194,1,1
707453.748,3464.536667,2,0
723019.446,3827.848434,1,1
