Time,RT,Difficulty,isCorrect
1833.45,6471.547604,2,0
20515.639,5509.364367,2,0
36631.322,4558.683872,1,1
53146.973,4921.032429,2,1
76112.225,4370.789766,2,1
96377.666,2322.364807,1,1
115176.496,2644.537687,1,1
133975.352,3173.698902,2,0
150640.991,7306.061983,2,0
172606.322,4584.734678,2,1
188222.013,4478.053808,2,1
207537.501,6589.574099,2,1
228802.872,3344.208956,2,1
246168.465,5172.625303,2,1
266533.884,1573.204041,1,1
282099.598,4224.501848,1,0
302764.985,2473.134995,2,1
323863.702,2667.427063,1,1
342529.223,4092.906952,2,1
362194.683,2220.441103,1,0
377710.385,1730.755329,1,1
399125.743,3677.407742,1,1
416641.328,2331.83074,1,1
432440.359,4324.808836,1,1
452739.122,4659.043789,1,0
472337.919,3504.265547,2,0
491586.728,5318.463087,2,1
513402.064,2134.14216,1,1
530351.019,3817.192078,1,1
550799.761,4565.454721,2,1
566598.79,4147.421598,1,1
581831.192,3928.034067,2,1
599746.769,3110.456228,1,1
618728.934,2640.304565,1,1
639044.363,1709.884644,1,1
653676.78,4303.477049,2,1
668925.849,3584.419966,1,1
686608.109,4355.1507,2,1
705673.592,2810.684919,2,1
728188.884,3751.403093,1,1
