Time,RT,Difficulty,isCorrect
1635.452,3596.54808,1,0
20100.981,2897.021294,2,0
40849.709,3514.300108,1,1
61048.471,3876.54233,1,1
77914.1,3941.918373,1,1
100012.735,3893.286943,2,0
118778.257,2610.787392,1,1
136977.137,4003.908634,2,1
158959.118,6553.939104,1,1
174141.527,4884.534597,1,1
191573.786,2366.28437,2,1
212555.837,3041.229248,2,1
233587.882,1418.2055,2,1
251636.766,3019.326448,2,1
272135.512,2293.586254,2,0
288801.157,2898.950338,2,0
310533.146,1730.965614,1,1
326832.161,3229.958057,2,1
341781.225,1421.902418,1,0
357713.582,1167.549849,1,0
381395.46,2641.675711,2,0
401194.249,4096.905708,1,1
420643.054,4645.107031,2,1
440625.169,3501.003981,1,1
457774.124,5692.064285,1,1
475089.726,3497.460604,2,1
495105.162,1757.026672,2,1
517353.785,2953.426361,2,1
532269.538,2474.671364,1,0
555834.757,4037.460089,2,1
571567.13,3776.090384,1,1
586382.9,4032.324791,2,0
604548.45,4566.774368,2,0
623613.941,3372.295856,1,1
640712.898,4157.35507,1,0
656428.589,3840.666294,1,1
673594.213,2263.040543,1,1
688959.938,4339.328289,2,0
709092.036,4520.2384,1,1
724024.452,2421.831131,2,0
