Time,RT,Difficulty,isCorrect
721.315,4482.697964,1,0
17420.292,5142.706633,1,0
32969.345,1376.666307,1,0
54451.354,3424.670935,1,1
70750.348,2390.675306,1,1
89015.904,3505.136728,2,0
110197.94,1934.105396,1,1
125530.324,2067.72089,2,1
142429.285,1346.776009,2,1
160644.836,2011.243105,2,1
180993.59,1955.4739,1,1
197992.54,2218.533039,1,1
217208.022,1413.066864,2,1
238956.693,1418.394804,2,1
260588.701,1875.405788,1,1
279004.235,2126.88899,1,0
294669.945,3092.167377,2,1
309469.027,1879.097462,1,1
331884.323,3674.814701,1,1
348199.985,3098.148346,2,0
368082.095,3833.052158,1,1
385147.722,3274.431467,2,1
401963.36,1669.804335,2,1
421278.842,3663.326025,2,1
439327.732,3470.452309,1,1
460793.081,1893.104792,2,1
484174.971,1211.22694,1,1
504673.725,2194.488287,2,1
527472.322,3043.892622,2,1
550087.6,2671.628714,1,1
569869.721,4431.515932,2,0
585252.104,4041.133642,1,1
604034.288,2669.959545,2,1
624683.023,3096.234083,2,0
640382.058,1231.196642,1,1
659397.56,952.70443,2,1
674046.653,2976.625681,1,1
688895.754,3355.528593,2,1
706361.342,1476.947546,1,1
724843.543,1654.755354,2,1
