Time,RT,Difficulty,isCorrect
972.888,3309.101582,1,0
19488.402,5324.611425,1,1
35487.422,3577.592373,2,1
52836.361,4894.659758,2,1
67685.442,3216.584444,1,1
86217.637,4078.39489,2,0
107533.015,3880.027294,1,1
122948.718,1980.327845,1,1
145763.995,1965.057135,1,1
167279.337,1942.72542,1,0
185394.886,3197.185516,1,0
203560.439,2255.631447,2,1
219809.459,3445.629835,2,1
237825.006,3962.088585,1,1
259357.022,2587.08024,2,1
276272.658,2359.448671,1,0
295838.117,3362.002134,1,1
313303.702,4119.425774,2,1
332769.191,3841.941833,2,0
350634.756,5211.384296,2,1
368433.653,2836.496115,1,1
388582.433,2520.713329,2,0
412114.321,3577.839136,1,1
432413.076,4100.106239,1,1
451078.581,4396.591663,2,1
466494.316,3397.867441,2,0
487293.037,2816.151619,2,1
504725.294,6709.899426,1,1
522907.516,3065.698385,2,1
538206.58,1526.623964,1,1
554938.874,2877.343416,1,1
571171.219,4447.000265,2,0
585970.316,3722.915649,2,1
601919.338,2965.905905,2,1
623118.041,3923.213243,2,1
643400.118,2606.137037,2,1
665432.105,1360.163689,1,1
689147.317,2130.946875,1,1
705712.97,1339.305401,1,1
721761.97,1436.329365,2,1
