Time,RT,Difficulty,isCorrect
1844.18,4380.81646,1,1
22542.913,3946.089983,1,0
41008.455,4068.559647,1,0
59357.332,5685.679436,2,1
78206.174,3758.84223,2,1
94621.828,4532.20439,2,1
110804.176,2812.859774,2,1
130352.962,3236.093283,2,1
151118.361,3147.702456,1,0
167650.67,3941.405535,2,0
190815.917,3959.153414,1,0
207498.239,2767.842293,1,1
223680.565,2037.522793,1,1
242146.115,3015.981436,2,1
257078.524,3617.57493,1,1
276010.697,2443.410158,1,0
292643.014,3899.102688,2,0
311808.493,3662.637711,1,0
327607.52,4039.609432,2,1
346573.038,3048.103571,1,1
366288.483,3716.662645,2,0
383887.406,3350.744009,1,1
400519.715,2626.444578,2,0
417901.986,2521.186352,2,1
435750.89,2245.287418,2,1
456949.592,3277.597666,2,1
471732.013,3552.165985,2,1
490747.514,2246.677876,2,1
510612.961,2403.242826,2,1
533878.209,2800.006866,1,1
554276.951,2630.269766,1,0
576742.232,3534.991741,1,0
598124.27,3835.971594,2,0
614223.283,3201.954842,2,1
632905.469,1693.781853,1,1
650321.056,2566.204786,1,1
668019.973,1589.30254,1,1
687385.445,3130.827188,1,1
710167.389,3630.890608,2,1
726099.737,1381.552458,1,1
