Time,Pupil Diameter
4,5.629317
8,5.629317
12,5.629317
16,5.629317
20,5.629317
24,5.629317
28,5.629317
32,5.629317
36,5.629318
40,5.629315
44,5.629312
48,5.629307
52,5.629301
56,5.629293
60,5.629282
64,5.629268
68,5.629251
72,5.629229
76,5.629203
80,5.629165
84,5.629121
88,5.62907
92,5.629009
96,5.628938
100,5.628866
104,5.628789
108,5.628705
112,5.628621
116,5.628541
120,5.628469
124,5.628412
128,5.628377
132,5.628372
136,5.628409
140,5.628496
144,5.628644
148,5.628864
152,5.629166
156,5.629563
160,5.630067
164,5.630688
168,5.631433
172,5.632309
176,5.633321
180,5.634471
184,5.635755
188,5.637167
192,5.638699
196,5.64034
200,5.642074
204,5.643883
208,5.645746
212,5.647639
216,5.649538
220,5.651418
224,5.653248
228,5.655006
232,5.656668
236,5.658204
240,5.65959
244,5.660806
248,5.661825
252,5.662626
256,5.66319
260,5.663497
264,5.663529
268,5.663274
272,5.66272
276,5.661849
280,5.660654
284,5.659122
288,5.657247
292,5.655027
296,5.652463
300,5.649564
304,5.646335
308,5.642785
312,5.638929
316,5.634784
320,5.630367
324,5.625696
328,5.620798
332,5.615696
336,5.610418
340,5.604988
344,5.599426
348,5.593753
352,5.587989
356,5.582152
360,5.576262
364,5.570334
368,5.564375
372,5.558399
376,5.552414
380,5.54643
384,5.540448
388,5.534476
392,5.528516
396,5.522573
400,5.516651
404,5.510753
408,5.504879
412,5.499032
416,5.493215
420,5.487424
424,5.481663
428,5.475932
432,5.470233
436,5.464568
440,5.458943
444,5.453364
448,5.447833
452,5.442357
456,5.436941
460,5.431592
464,5.426319
468,5.421128
472,5.416026
476,5.411023
480,5.406126
484,5.401331
488,5.396648
492,5.392071
496,5.387597
500,5.383223
504,5.378946
508,5.374766
512,5.370679
516,5.366685
520,5.362773
524,5.358942
528,5.355194
532,5.351527
536,5.34795
540,5.344464
544,5.341076
548,5.337789
552,5.334602
556,5.331523
560,5.328559
564,5.325708
568,5.32297
572,5.320343
576,5.317824
580,5.315407
584,5.313088
588,5.310864
592,5.308728
596,5.306677
600,5.304708
604,5.30282
608,5.301008
612,5.299273
616,5.297614
620,5.296033
624,5.294532
628,5.293113
632,5.291778
636,5.290528
640,5.289364
644,5.288283
648,5.287283
652,5.286358
656,5.285502
660,5.284705
664,5.283955
668,5.283238
672,5.282539
676,5.281844
680,5.281139
684,5.280412
688,5.279651
692,5.278844
696,5.277981
700,5.277046
704,5.276036
708,5.274951
712,5.273788
716,5.272547
720,5.271229
724,5.269835
728,5.268367
732,5.266827
736,5.265218
740,5.263545
744,5.261808
748,5.260011
752,5.258152
756,5.256229
760,5.254243
764,5.252196
768,5.25008
772,5.247897
776,5.245646
780,5.243325
784,5.240934
788,5.238473
792,5.235942
796,5.233344
800,5.230682
804,5.227958
808,5.225174
812,5.222334
816,5.219442
820,5.216502
824,5.213516
828,5.210494
832,5.207442
836,5.204369
840,5.201279
844,5.198181
848,5.195083
852,5.191991
856,5.188912
860,5.185853
864,5.182821
868,5.179821
872,5.176857
876,5.173935
880,5.171055
884,5.16822
888,5.165435
892,5.162705
896,5.160029
900,5.157405
904,5.154837
908,5.152324
912,5.149872
916,5.147485
920,5.14517
924,5.142931
928,5.140778
932,5.138719
936,5.136765
940,5.134926
944,5.133213
948,5.131639
952,5.130213
956,5.128945
960,5.127841
964,5.126906
968,5.126139
972,5.125542
976,5.125113
980,5.124849
984,5.124746
988,5.124796
992,5.124992
996,5.125323
1000,5.125781
1004,5.126357
1008,5.127043
1012,5.127835
1016,5.128726
1020,5.129709
1024,5.13078
1028,5.131939
1032,5.133181
1036,5.134501
1040,5.1359
1044,5.13738
1048,5.13894
1052,5.140583
1056,5.142306
1060,5.144108
1064,5.145989
1068,5.147953
1072,5.15
1076,5.152132
1080,5.154349
1084,5.156651
1088,5.159038
1092,5.16151
1096,5.164065
1100,5.166699
1104,5.169407
1108,5.172182
1112,5.17502
1116,5.177914
1120,5.180857
1124,5.183841
1128,5.186861
1132,5.189911
1136,5.192985
1140,5.196078
1144,5.199188
1148,5.202311
1152,5.205445
1156,5.208587
1160,5.211735
1164,5.214888
1168,5.218042
1172,5.221195
1176,5.22434
1180,5.227475
1184,5.230595
1188,5.233696
1192,5.236773
1196,5.23982
1200,5.242836
1204,5.245816
1208,5.248762
1212,5.251672
1216,5.25455
1220,5.257395
1224,5.260217
1228,5.263021
1232,5.265816
1236,5.268603
1240,5.27139
