Time,Pupil Diameter
4,4.112146
8,4.110131
12,4.104398
16,4.089641
20,4.058827
24,4.006512
28,3.93361
32,3.849737
36,3.770551
40,3.710787
44,3.677721
48,3.669273
52,3.676895
56,3.691057
60,3.704489
64,3.714023
68,3.719278
72,3.72162
76,3.722423
80,3.722633
84,3.722653
88,3.722653
92,3.722653
96,3.722653
100,3.722653
104,3.722653
108,3.722653
112,3.722653
116,3.722653
120,3.722653
124,3.722653
128,3.722653
132,3.722653
136,3.722659
140,3.722797
144,3.723392
148,3.725232
152,3.72961
156,3.738029
160,3.751312
164,3.768676
168,3.787689
172,3.805412
176,3.819902
180,3.830902
184,3.83934
188,3.846363
192,3.852811
196,3.859064
200,3.8653
204,3.871536
208,3.877772
212,3.884008
216,3.890244
220,3.89648
224,3.902722
228,3.909037
232,3.915592
236,3.922748
240,3.931043
244,3.941
248,3.952668
252,3.965315
256,3.977694
260,3.988628
264,3.997649
268,4.005089
272,4.011693
276,4.018221
280,4.025087
284,4.032277
288,4.039307
292,4.04545
296,4.05018
300,4.053413
304,4.055507
308,4.056918
312,4.057936
316,4.059028
320,4.060746
324,4.063331
328,4.066335
332,4.068869
336,4.070424
340,4.071221
344,4.071879
348,4.072815
352,4.074111
356,4.075771
360,4.077758
364,4.079748
368,4.081279
372,4.082065
376,4.082442
380,4.083067
384,4.08439
388,4.086427
392,4.088936
396,4.091588
400,4.094011
404,4.095867
408,4.097033
412,4.097701
416,4.098227
420,4.098871
424,4.099611
428,4.100262
432,4.100568
436,4.100445
440,4.100091
444,4.099839
448,4.099948
452,4.100331
456,4.10086
460,4.101479
464,4.102168
468,4.102742
472,4.102916
476,4.10262
480,4.102078
484,4.101562
488,4.101178
492,4.100777
496,4.099973
500,4.098398
504,4.095872
508,4.092626
512,4.089108
516,4.08569
520,4.082362
524,4.078743
528,4.074506
532,4.069787
536,4.065082
540,4.060709
544,4.056578
548,4.052337
552,4.047689
556,4.042476
560,4.036713
564,4.030556
568,4.024308
572,4.018198
576,4.012321
580,4.006689
584,4.001265
588,3.995876
592,3.99026
596,3.984329
600,3.978239
604,3.972309
608,3.966722
612,3.961327
616,3.955751
620,3.949797
624,3.943653
628,3.937871
632,3.932932
636,3.928986
640,3.92592
644,3.923769
648,3.923093
652,3.924608
656,3.928746
660,3.935031
664,3.942158
668,3.948643
672,3.953358
676,3.955855
680,3.956349
684,3.955538
688,3.954321
692,3.953336
696,3.95256
700,3.951405
704,3.949202
708,3.945777
712,3.941487
716,3.93689
720,3.932362
724,3.927981
728,3.923733
732,3.919861
736,3.916791
740,3.914679
744,3.913252
748,3.911903
752,3.910158
756,3.907871
760,3.905185
764,3.902297
768,3.899377
772,3.896541
776,3.893854
780,3.891271
784,3.88857
788,3.885534
792,3.882149
796,3.878865
800,3.876462
804,3.875592
808,3.876301
812,3.877815
816,3.878786
820,3.878112
824,3.875685
828,3.872441
832,3.8696
836,3.867646
840,3.866221
844,3.864872
848,3.863757
852,3.86348
856,3.864257
860,3.865469
864,3.865938
868,3.864747
872,3.8619
876,3.858241
880,3.854998
884,3.853069
888,3.852473
892,3.852429
896,3.851971
900,3.85068
904,3.848835
908,3.846983
912,3.8455
916,3.84465
920,3.844575
924,3.845168
928,3.845921
932,3.84621
936,3.845676
940,3.844421
944,3.8428
948,3.841152
952,3.839662
956,3.838468
960,3.837835
964,3.838062
968,3.839297
972,3.841318
976,3.843484
980,3.844907
984,3.844818
988,3.84308
992,3.840305
996,3.837171
1000,3.833588
1004,3.828568
1008,3.821124
1012,3.811399
1016,3.800751
1020,3.790814
1024,3.782593
1028,3.776324
1032,3.771854
1036,3.768897
1040,3.767081
1044,3.765967
1048,3.765152
1052,3.764303
1056,3.763297
1060,3.76224
1064,3.761213
1068,3.760027
1072,3.758262
1076,3.755729
1080,3.752699
1084,3.749728
1088,3.747391
1092,3.746022
1096,3.745697
1100,3.746234
1104,3.747139
1108,3.747803
1112,3.747744
1116,3.746769
1120,3.745131
1124,3.743261
1128,3.741465
1132,3.739874
1136,3.738516
1140,3.737425
1144,3.736518
1148,3.735689
1152,3.734981
1156,3.73454
1160,3.73445
1164,3.734539
1168,3.734543
1172,3.734391
1176,3.734117
1180,3.733665
1184,3.732941
1188,3.731999
1192,3.731091
1196,3.730393
1200,3.730022
1204,3.730105
1208,3.730703
1212,3.731544
1216,3.732056
1220,3.731818
1224,3.731148
1228,3.730685
1232,3.730826
1236,3.731318
1240,3.731678
1244,3.731565
1248,3.730826
1252,3.729383
1256,3.727311
1260,3.72488
1264,3.722606
1268,3.720844
1272,3.719622
1276,3.718821
1280,3.718353
1284,3.718324
1288,3.718818
1292,3.71966
1296,3.720395
1300,3.720626
1304,3.720284
1308,3.71962
1312,3.718925
1316,3.718386
1320,3.717983
1324,3.717546
1328,3.716856
1332,3.715626
1336,3.713569
1340,3.710671
1344,3.707301
1348,3.704186
1352,3.70206
1356,3.701152
1360,3.701013
1364,3.700843
1368,3.700112
1372,3.698933
1376,3.697816
1380,3.697129
1384,3.696722
1388,3.696059
1392,3.694804
1396,3.692917
1400,3.690679
1404,3.688482
1408,3.686584
1412,3.684992
1416,3.683435
1420,3.681638
1424,3.679595
1428,3.677544
1432,3.675715
1436,3.674166
1440,3.673018
1444,3.672597
1448,3.673222
1452,3.674822
1456,3.676768
1460,3.678085
1464,3.677993
1468,3.676427
1472,3.674119
1476,3.672177
1480,3.67149
1484,3.67224
1488,3.673896
1492,3.67571
1496,3.6771
1500,3.677936
1504,3.678277
1508,3.678182
1512,3.677617
1516,3.676635
1520,3.67543
1524,3.674146
1528,3.672741
1532,3.6712
1536,3.669673
1540,3.668326
1544,3.667134
1548,3.665798
1552,3.664215
1556,3.662677
1560,3.661656
1564,3.661448
1568,3.661934
1572,3.662742
1576,3.663423
1580,3.663633
1584,3.663316
1588,3.662621
1592,3.661716
1596,3.660648
1600,3.659321
1604,3.657669
1608,3.655766
1612,3.653745
1616,3.651839
1620,3.650191
1624,3.648853
1628,3.64781
1632,3.646967
1636,3.646151
1640,3.645154
1644,3.643823
1648,3.642204
1652,3.64051
1656,3.639049
1660,3.638007
1664,3.637307
1668,3.636749
1672,3.636132
1676,3.635332
1680,3.634351
1684,3.633245
1688,3.632125
1692,3.631067
1696,3.630049
1700,3.62894
1704,3.627595
1708,3.626008
1712,3.624424
1716,3.623335
1720,3.623129
1724,3.623652
1728,3.62433
1732,3.624713
1736,3.624758
1740,3.624764
1744,3.625038
1748,3.62565
1752,3.626392
1756,3.626843
1760,3.62658
1764,3.625435
1768,3.623633
1772,3.621811
1776,3.620725
1780,3.620913
1784,3.622278
1788,3.623962
1792,3.625024
1796,3.625129
1800,3.624732
1804,3.624589
1808,3.62503
1812,3.625821
1816,3.626482
1820,3.626683
1824,3.626445
1828,3.625944
1832,3.625387
1836,3.624899
1840,3.624554
1844,3.624426
1848,3.624585
1852,3.625057
1856,3.625796
1860,3.626524
1864,3.626812
1868,3.626188
1872,3.624528
1876,3.622222
1880,3.619975
1884,3.618339
1888,3.617404
1892,3.616917
1896,3.6166
1900,3.616383
1904,3.616346
1908,3.616643
1912,3.617315
1916,3.618418
1920,3.619955
1924,3.621934
1928,3.624284
1932,3.626782
1936,3.629089
1940,3.630932
1944,3.632269
1948,3.633346
1952,3.634382
1956,3.635626
1960,3.637237
1964,3.639268
1968,3.641624
1972,3.644071
1976,3.646464
1980,3.648878
1984,3.651428
1988,3.653994
1992,3.656222
1996,3.657879
2000,3.659149
2004,3.660573
2008,3.662676
2012,3.665489
2016,3.668695
2020,3.671933
2024,3.675125
2028,3.678388
2032,3.681885
2036,3.68565
2040,3.689648
2044,3.693807
2048,3.698044
2052,3.70226
2056,3.706306
2060,3.709981
2064,3.713169
2068,3.715922
2072,3.718425
2076,3.72099
2080,3.724061
2084,3.72801
2088,3.732857
2092,3.738188
2096,3.743347
2100,3.747857
2104,3.751744
2108,3.755396
2112,3.759206
2116,3.763249
2120,3.767341
2124,3.771343
2128,3.775383
2132,3.779775
2136,3.78474
2140,3.790219
2144,3.795898
2148,3.801344
2152,3.806256
2156,3.810572
2160,3.814429
2164,3.81806
2168,3.821754
2172,3.825782
2176,3.830138
2180,3.834485
2184,3.838354
2188,3.841576
2192,3.844536
2196,3.84789
2200,3.85203
2204,3.856824
2208,3.861793
2212,3.866525
2216,3.870938
2220,3.875205
2224,3.879585
2228,3.884208
2232,3.889066
2236,3.894081
2240,3.899119
2244,3.904001
2248,3.908533
2252,3.91268
2256,3.916608
2260,3.920479
2264,3.924098
2268,3.92708
2272,3.929227
2276,3.930882
2280,3.932723
2284,3.935283
2288,3.938604
2292,3.942363
2296,3.946288
2300,3.950327
2304,3.95441
2308,3.95823
2312,3.96153
2316,3.964436
2320,3.967499
2324,3.971049
2328,3.974899
2332,3.978605
2336,3.981967
2340,3.985047
2344,3.988034
2348,3.99106
2352,3.994211
2356,3.997531
2360,4.001044
2364,4.004907
2368,4.00932
2372,4.014327
2376,4.019504
2380,4.02416
2384,4.027844
2388,4.030645
2392,4.033025
2396,4.035566
2400,4.038606
2404,4.042147
2408,4.045944
2412,4.049741
2416,4.053477
2420,4.05715
2424,4.060705
2428,4.064008
2432,4.067007
2436,4.069864
2440,4.072837
2444,4.076168
2448,4.07984
2452,4.083642
2456,4.087341
2460,4.090876
2464,4.094443
2468,4.098275
2472,4.102329
2476,4.106212
2480,4.109362
2484,4.111455
2488,4.112619
2492,4.113324
2496,4.114192
2500,4.115727
2504,4.118167
2508,4.121304
2512,4.124543
2516,4.127314
2520,4.129367
2524,4.130741
2528,4.131439
2532,4.131304
2536,4.130301
2540,4.128827
2544,4.127557
2548,4.127033
2552,4.127432
2556,4.128673
2560,4.130439
2564,4.132217
2568,4.13351
2572,4.134025
2576,4.133776
2580,4.133007
2584,4.131995
2588,4.131016
2592,4.130159
2596,4.129362
2600,4.12848
2604,4.127438
2608,4.126288
2612,4.125147
2616,4.124205
2620,4.123681
2624,4.12367
2628,4.124032
2632,4.124527
2636,4.124961
2640,4.125206
2644,4.125068
2648,4.124333
2652,4.122988
2656,4.121369
2660,4.119912
2664,4.118856
2668,4.118242
2672,4.118078
2676,4.118389
2680,4.119091
2684,4.119882
2688,4.120393
2692,4.12043
2696,4.120192
2700,4.12012
2704,4.120611
2708,4.121817
2712,4.123603
2716,4.12571
2720,4.127978
2724,4.130256
2728,4.132286
2732,4.133713
2736,4.134437
2740,4.134927
2744,4.135974
2748,4.138044
2752,4.140905
2756,4.143958
2760,4.146761
2764,4.149312
2768,4.151888
2772,4.154627
2776,4.157353
2780,4.159787
2784,4.161812
2788,4.163571
2792,4.165263
2796,4.166984
2800,4.168869
2804,4.171058
2808,4.173624
2812,4.17634
2816,4.178763
2820,4.180558
2824,4.181705
2828,4.182589
2832,4.183788
2836,4.185718
2840,4.188413
2844,4.191476
2848,4.194334
2852,4.196527
2856,4.197872
2860,4.198514
2864,4.198789
2868,4.199071
2872,4.199634
2876,4.200658
2880,4.202091
2884,4.203606
2888,4.204798
2892,4.205552
2896,4.206068
2900,4.206595
2904,4.207151
2908,4.207634
2912,4.2081
2916,4.208714
2920,4.209491
2924,4.210273
2928,4.210891
2932,4.211259
2936,4.211453
2940,4.211626
2944,4.211984
2948,4.212702
2952,4.213842
2956,4.215326
2960,4.216864
2964,4.218181
2968,4.219228
2972,4.22015
2976,4.221061
2980,4.221767
2984,4.22209
2988,4.222261
2992,4.222707
2996,4.223664
3000,4.224996
3004,4.226373
3008,4.22767
3012,4.229022
3016,4.230615
3020,4.232491
3024,4.234404
3028,4.236074
3032,4.237309
3036,4.238194
3040,4.238962
3044,4.23982
3048,4.24094
3052,4.242588
3056,4.24509
3060,4.248542
3064,4.252528
3068,4.256137
3072,4.258588
3076,4.259683
3080,4.259883
3084,4.259923
3088,4.260324
3092,4.261234
3096,4.262588
3100,4.264368
3104,4.266753
3108,4.269911
3112,4.273875
3116,4.278512
3120,4.283498
3124,4.288306
3128,4.292326
3132,4.295194
3136,4.297058
3140,4.298405
3144,4.299727
3148,4.301257
3152,4.303041
3156,4.305089
3160,4.307302
3164,4.309514
3168,4.311615
3172,4.313604
3176,4.315579
3180,4.317529
3184,4.319456
3188,4.321528
3192,4.32402
3196,4.326961
3200,4.329896
3204,4.332198
3208,4.333594
3212,4.334345
3216,4.335017
3220,4.336054
3224,4.337594
3228,4.339487
3232,4.341341
3236,4.342792
3240,4.343794
3244,4.344648
3248,4.345672
3252,4.346992
3256,4.348478
3260,4.349957
3264,4.351347
3268,4.352789
3272,4.354543
3276,4.35671
3280,4.359059
3284,4.361015
3288,4.362089
3292,4.36229
3296,4.362051
3300,4.361798
3304,4.361719
3308,4.36185
3312,4.362343
3316,4.363261
3320,4.364527
3324,4.366002
3328,4.36766
3332,4.369459
3336,4.370927
3340,4.371323
3344,4.370389
3348,4.368893
3352,4.36828
3356,4.369494
3360,4.372284
3364,4.375545
3368,4.378233
3372,4.380005
3376,4.381062
3380,4.381788
3384,4.382555
3388,4.383706
3392,4.385398
3396,4.387568
3400,4.389826
3404,4.391731
3408,4.392993
3412,4.393614
3416,4.393856
3420,4.393968
3424,4.394248
3428,4.395011
3432,4.396493
3436,4.398689
3440,4.401286
3444,4.403741
3448,4.405631
3452,4.406751
3456,4.407172
3460,4.407073
3464,4.406661
3468,4.40613
3472,4.405643
3476,4.405494
3480,4.405957
3484,4.407029
3488,4.408329
3492,4.409329
3496,4.409795
3500,4.409829
3504,4.409617
3508,4.409246
3512,4.408809
3516,4.408473
3520,4.408378
3524,4.408556
3528,4.409054
3532,4.409866
3536,4.410928
3540,4.412221
3544,4.413753
3548,4.415463
3552,4.41699
3556,4.418056
3560,4.41869
3564,4.419203
3568,4.419735
3572,4.420035
3576,4.419678
3580,4.41855
3584,4.416957
3588,4.415367
3592,4.414085
3596,4.413208
3600,4.412757
3604,4.412714
3608,4.413006
3612,4.413294
3616,4.413241
3620,4.412755
3624,4.412037
3628,4.411435
3632,4.411165
3636,4.411172
3640,4.41117
3644,4.410811
3648,4.409991
3652,4.408946
3656,4.408021
3660,4.407384
3664,4.406852
3668,4.406188
3672,4.405294
3676,4.404265
3680,4.403358
3684,4.402751
3688,4.402406
3692,4.402113
3696,4.401679
3700,4.400993
3704,4.400128
3708,4.399205
3712,4.398345
3716,4.397591
3720,4.396819
3724,4.395854
3728,4.394732
3732,4.39379
3736,4.393396
3740,4.393591
3744,4.394156
3748,4.394638
3752,4.394618
3756,4.393958
3760,4.392914
3764,4.391951
3768,4.391351
3772,4.391027
3776,4.390666
3780,4.390078
3784,4.389272
3788,4.38837
3792,4.387529
3796,4.386922
3800,4.386766
3804,4.387192
3808,4.388115
3812,4.389059
3816,4.389378
3820,4.388721
3824,4.387358
3828,4.38588
3832,4.384751
3836,4.384027
3840,4.383587
3844,4.3834
3848,4.383627
3852,4.384432
3856,4.385787
3860,4.387251
3864,4.388121
3868,4.387915
3872,4.386692
3876,4.384893
3880,4.382878
3884,4.380784
3888,4.378653
3892,4.376551
3896,4.374461
3900,4.372147
3904,4.369291
3908,4.365992
3912,4.362756
3916,4.360196
3920,4.358443
3924,4.35709
3928,4.355606
3932,4.353812
3936,4.35196
3940,4.350327
3944,4.348997
3948,4.347803
3952,4.346454
3956,4.344846
3960,4.343226
3964,4.342
3968,4.341394
3972,4.341276
3976,4.341454
3980,4.341783
3984,4.341986
3988,4.341599
3992,4.340297
3996,4.338362
4000,4.336558
4004,4.3355
4008,4.335332
4012,4.335807
4016,4.336583
4020,4.337447
4024,4.338149
4028,4.338439
4032,4.338078
4036,4.337174
4040,4.336328
4044,4.336218
4048,4.337001
4052,4.338231
4056,4.339296
4060,4.339866
4064,4.340107
4068,4.340438
4072,4.341229
4076,4.342421
4080,4.343667
4084,4.344613
4088,4.34527
4092,4.346027
4096,4.34727
4100,4.349039
4104,4.350952
4108,4.352441
4112,4.353302
4116,4.353878
4120,4.354816
4124,4.356459
4128,4.358501
4132,4.360239
4136,4.361166
4140,4.361457
4144,4.361827
4148,4.362877
4152,4.364773
4156,4.367272
4160,4.369945
4164,4.372345
4168,4.374225
4172,4.375832
4176,4.377812
4180,4.380538
4184,4.383707
4188,4.386561
4192,4.388608
4196,4.389754
4200,4.390225
4204,4.390344
4208,4.390665
4212,4.39171
4216,4.393664
4220,4.39619
4224,4.398815
4228,4.40131
4232,4.403681
4236,4.405857
4240,4.407604
4244,4.408779
4248,4.409486
4252,4.410057
4256,4.410877
4260,4.412189
4264,4.414024
4268,4.416278
4272,4.418757
4276,4.42116
4280,4.423093
4284,4.424249
4288,4.42469
4292,4.42489
4296,4.425486
4300,4.426762
4304,4.428465
4308,4.43013
4312,4.431438
4316,4.432433
4320,4.433446
4324,4.434798
4328,4.43657
4332,4.438494
4336,4.440157
4340,4.441228
4344,4.44168
4348,4.441941
4352,4.442626
4356,4.44421
4360,4.446605
4364,4.449216
4368,4.451358
4372,4.452782
4376,4.453662
4380,4.454261
4384,4.454659
4388,4.454908
4392,4.455131
4396,4.455587
4400,4.456598
4404,4.458267
4408,4.460422
4412,4.462652
4416,4.464633
4420,4.466325
4424,4.467923
4428,4.469587
4432,4.471386
4436,4.473289
4440,4.47517
4444,4.476813
4448,4.478118
4452,4.479304
4456,4.480881
4460,4.483269
4464,4.486301
4468,4.489332
4472,4.491694
4476,4.493217
4480,4.494172
4484,4.494934
4488,4.495806
4492,4.49694
4496,4.498388
4500,4.500132
4504,4.502011
4508,4.503789
4512,4.50528
4516,4.506371
4520,4.506921
4524,4.506798
4528,4.506043
4532,4.504997
4536,4.504138
4540,4.503578
4544,4.503094
4548,4.502531
4552,4.501944
4556,4.501359
4560,4.500552
4564,4.499443
4568,4.4983
4572,4.497477
4576,4.497081
4580,4.496899
4584,4.496592
4588,4.496021
4592,4.495223
4596,4.494479
4600,4.493986
4604,4.493677
4608,4.493351
4612,4.492977
4616,4.49276
4620,4.492876
4624,4.493243
4628,4.493615
4632,4.493927
4636,4.494298
4640,4.4949
4644,4.495667
4648,4.496457
4652,4.497165
4656,4.497773
4660,4.498286
4664,4.498697
4668,4.499013
4672,4.499185
4676,4.49908
4680,4.498641
4684,4.498025
4688,4.497403
4692,4.496859
4696,4.496277
4700,4.495638
4704,4.495033
4708,4.49456
4712,4.49425
4716,4.49399
4720,4.493602
4724,4.492918
4728,4.49184
4732,4.490517
4736,4.489219
4740,4.488274
4744,4.488031
4748,4.488647
4752,4.489974
4756,4.490969
4760,4.489714
4764,4.482226
4768,4.462885
4772,4.426689
4776,4.374663
4780,4.316708
4784,4.267865
4788,4.239441
4792,4.232738
4796,4.240435
4800,4.252978
4804,4.263821
4808,4.270666
4812,4.27398
4816,4.27518
4820,4.275537
4824,4.275586
4828,4.275587
4832,4.275587
4836,4.275587
4840,4.275587
4844,4.275587
4848,4.275587
4852,4.275587
4856,4.275587
4860,4.275675
4864,4.276128
4868,4.277618
4872,4.281397
4876,4.289054
4880,4.301769
4884,4.319256
4888,4.339428
4892,4.359292
4896,4.376498
4900,4.390319
4904,4.401416
4908,4.410894
4912,4.41966
4916,4.428176
4920,4.43665
4924,4.445124
4928,4.453598
4932,4.462072
4936,4.470547
4940,4.479021
4944,4.487495
4948,4.495969
4952,4.504444
4956,4.512919
4960,4.521415
4964,4.529933
4968,4.538499
4972,4.547118
4976,4.555724
4980,4.564255
4984,4.572677
4988,4.581047
4992,4.58936
4996,4.597442
5000,4.605048
5004,4.612018
5008,4.618245
5012,4.62356
5016,4.627728
5020,4.630946
5024,4.633914
5028,4.637292
5032,4.641197
5036,4.645216
5040,4.649017
5044,4.652671
5048,4.65636
5052,4.660026
5056,4.66332
5060,4.665993
5064,4.668151
5068,4.670303
5072,4.673032
5076,4.676456
5080,4.680008
5084,4.682885
5088,4.684771
5092,4.68605
5096,4.687396
5100,4.689203
5104,4.691449
5108,4.693945
5112,4.696513
5116,4.698903
5120,4.70086
5124,4.702224
5128,4.703003
5132,4.703353
5136,4.703465
5140,4.703473
5144,4.703464
5148,4.703452
