Time,Pupil Diameter
4,4.122934
8,4.122714
12,4.122464
16,4.12218
20,4.121869
24,4.121534
28,4.121177
32,4.120798
36,4.120401
40,4.119989
44,4.119566
48,4.119133
52,4.11869
56,4.11824
60,4.11778
64,4.117308
68,4.116818
72,4.116308
76,4.115775
80,4.115216
84,4.114627
88,4.114001
92,4.113341
96,4.112642
100,4.111908
104,4.111145
108,4.110351
112,4.109534
116,4.108692
120,4.107822
124,4.106924
128,4.105998
132,4.105045
136,4.10406
140,4.103024
144,4.101934
148,4.100779
152,4.099545
156,4.098226
160,4.096814
164,4.095299
168,4.093676
172,4.09194
176,4.090089
180,4.088121
184,4.086037
188,4.083838
192,4.081524
196,4.079101
200,4.076576
204,4.073949
208,4.071227
212,4.068406
216,4.065492
220,4.062489
224,4.059407
228,4.056251
232,4.053018
236,4.049719
240,4.04636
244,4.042949
248,4.039492
252,4.035995
256,4.032467
260,4.028914
264,4.025336
268,4.021739
272,4.018121
276,4.014492
280,4.010857
284,4.007215
288,4.003572
292,3.999929
296,3.996289
300,3.99266
304,3.989044
308,3.985453
312,3.981895
316,3.97837
320,3.974885
324,3.971447
328,3.968063
332,3.964746
336,3.961492
340,3.9583
344,3.955174
348,3.952107
352,3.949098
356,3.946145
360,3.943249
364,3.940407
368,3.937619
372,3.934879
376,3.932184
380,3.929537
384,3.926943
388,3.9244
392,3.92191
396,3.919471
400,3.917088
404,3.914767
408,3.912505
412,3.910303
416,3.908157
420,3.906064
424,3.904025
428,3.90203
432,3.900072
436,3.898144
440,3.89624
444,3.894355
448,3.892486
452,3.89063
456,3.888787
460,3.88695
464,3.885123
468,3.883303
472,3.881492
476,3.87969
480,3.877898
484,3.876117
488,3.874349
492,3.872596
496,3.870861
500,3.86914
504,3.867433
508,3.865743
512,3.864067
516,3.862407
520,3.860765
524,3.859146
528,3.857553
532,3.855993
536,3.854475
540,3.853005
544,3.85159
548,3.850233
552,3.848938
556,3.84771
560,3.846557
564,3.845485
568,3.844497
572,3.843589
576,3.842759
580,3.842005
584,3.841324
588,3.840714
592,3.840167
596,3.839678
600,3.839242
604,3.838852
608,3.838506
612,3.838198
616,3.837923
620,3.837677
624,3.837456
628,3.837255
632,3.837071
636,3.836898
640,3.836733
644,3.836574
648,3.836427
652,3.836292
656,3.836168
660,3.836055
664,3.83596
668,3.83589
672,3.835851
676,3.835849
680,3.835893
684,3.835991
688,3.836152
692,3.836388
696,3.836709
700,3.837123
704,3.837647
708,3.838283
712,3.839033
716,3.839904
720,3.840905
724,3.842039
728,3.843307
732,3.84471
736,3.846247
740,3.847924
744,3.849733
748,3.85167
752,3.853726
756,3.85589
760,3.858153
764,3.860507
768,3.862942
772,3.86544
776,3.867987
780,3.870569
784,3.873172
788,3.875782
792,3.878384
796,3.880971
800,3.883535
804,3.886071
808,3.888575
812,3.891046
816,3.893486
820,3.895897
824,3.898285
828,3.900653
832,3.903009
836,3.905357
840,3.907703
844,3.910051
848,3.91241
852,3.914787
856,3.917185
860,3.919608
864,3.92206
868,3.924541
872,3.927053
876,3.929597
880,3.932178
884,3.934788
888,3.937429
892,3.940093
896,3.942768
900,3.945447
904,3.948126
908,3.950793
912,3.953436
916,3.956042
920,3.958599
924,3.961097
928,3.963528
932,3.965879
936,3.968146
940,3.970324
944,3.972407
948,3.974396
952,3.976287
956,3.978082
960,3.979784
964,3.981398
968,3.982935
972,3.984392
976,3.98578
980,3.987103
984,3.988364
988,3.98957
992,3.990725
996,3.991835
1000,3.992908
1004,3.993948
1008,3.994964
1012,3.99596
1016,3.996941
1020,3.997913
1024,3.998884
1028,3.999862
1032,4.000855
1036,4.001873
1040,4.002919
1044,4.003996
1048,4.005105
1052,4.006248
1056,4.007426
1060,4.008647
1064,4.009899
1068,4.011175
1072,4.012468
1076,4.013776
1080,4.015091
1084,4.016423
1088,4.017768
1092,4.01914
1096,4.020547
1100,4.021999
1104,4.023509
1108,4.0251
1112,4.026799
1116,4.028631
1120,4.030624
1124,4.032867
1128,4.03529
1132,4.038016
1136,4.04103
1140,4.044303
1144,4.047881
1148,4.051764
1152,4.055948
1156,4.060415
1160,4.06514
1164,4.070095
1168,4.075232
1172,4.080507
1176,4.085856
1180,4.091214
1184,4.096509
1188,4.101668
1192,4.106614
1196,4.111267
1200,4.115551
1204,4.1194
1208,4.122751
1212,4.12555
1216,4.127753
1220,4.129324
1224,4.130249
1228,4.130524
1232,4.130165
1236,4.129199
1240,4.127666
1244,4.125617
1248,4.123109
1252,4.1202
1256,4.116971
1260,4.113493
1264,4.109835
1268,4.10606
1272,4.102229
1276,4.098389
1280,4.094598
1284,4.090891
1288,4.087306
1292,4.08387
1296,4.080606
1300,4.077525
1304,4.074638
1308,4.071952
1312,4.069466
1316,4.067138
1320,4.065061
1324,4.063132
1328,4.061396
1332,4.059877
1336,4.058515
1340,4.057301
1344,4.056222
1348,4.055269
1352,4.054427
1356,4.053684
1360,4.053027
1364,4.052433
1368,4.051891
1372,4.051384
1376,4.050896
1380,4.050414
1384,4.049925
1388,4.049419
1392,4.048885
1396,4.048311
1400,4.047691
1404,4.04702
1408,4.046299
1412,4.045531
1416,4.044716
1420,4.043855
1424,4.042954
1428,4.042015
1432,4.041047
1436,4.040061
1440,4.039063
1444,4.038063
1448,4.037062
1452,4.036069
1456,4.035091
1460,4.034135
1464,4.033203
1468,4.032297
1472,4.031414
1476,4.030554
1480,4.029719
1484,4.02891
1488,4.02813
1492,4.02738
1496,4.026668
1500,4.025996
1504,4.025371
1508,4.024804
1512,4.024304
1516,4.023887
1520,4.023558
1524,4.023317
1528,4.023174
1532,4.023131
1536,4.023189
1540,4.023346
1544,4.023596
1548,4.023928
1552,4.024332
1556,4.024793
1560,4.025297
1564,4.025827
1568,4.026366
1572,4.026898
1576,4.027412
1580,4.027893
1584,4.028332
1588,4.028719
1592,4.029047
1596,4.029312
1600,4.029509
1604,4.029641
1608,4.029707
1612,4.02971
1616,4.029646
1620,4.02952
1624,4.029331
1628,4.029077
1632,4.028753
1636,4.028365
1640,4.027909
1644,4.027382
1648,4.026785
1652,4.026117
1656,4.02538
1660,4.024574
1664,4.023694
1668,4.022744
1672,4.021728
1676,4.020646
1680,4.019505
1684,4.018306
1688,4.017051
1692,4.015738
1696,4.014373
1700,4.012953
1704,4.011477
1708,4.009942
1712,4.008347
1716,4.006693
1720,4.004971
1724,4.003173
1728,4.001296
1732,3.999331
1736,3.997275
1740,3.995126
1744,3.992877
1748,3.990526
1752,3.98807
1756,3.985508
1760,3.98284
1764,3.980068
1768,3.97719
1772,3.974208
1776,3.971125
1780,3.967941
1784,3.964657
1788,3.961272
1792,3.957785
1796,3.954197
1800,3.950505
1804,3.946704
1808,3.942795
1812,3.93877
1816,3.934622
1820,3.930348
1824,3.925947
1828,3.921412
1832,3.916741
1836,3.911934
1840,3.906992
1844,3.901906
1848,3.89669
1852,3.891351
1856,3.885898
1860,3.880335
1864,3.874671
1868,3.86892
1872,3.863083
1876,3.857172
1880,3.851199
1884,3.845174
1888,3.839105
1892,3.833003
1896,3.826876
1900,3.820736
1904,3.814589
1908,3.808449
1912,3.802327
1916,3.796237
1920,3.79019
1924,3.7842
1928,3.77828
1932,3.772442
1936,3.766698
1940,3.76106
1944,3.75554
1948,3.750147
1952,3.744889
1956,3.739771
1960,3.734804
1964,3.72999
1968,3.725329
1972,3.720822
1976,3.716471
1980,3.712277
1984,3.708239
1988,3.704353
1992,3.700619
1996,3.697036
2000,3.693599
2004,3.690306
2008,3.687153
2012,3.684137
2016,3.681246
2020,3.678478
2024,3.675827
2028,3.673285
2032,3.670847
2036,3.668512
2040,3.666265
2044,3.664097
2048,3.662002
2052,3.659971
2056,3.657996
2060,3.656068
2064,3.65418
2068,3.65232
2072,3.650479
